Fecha,Último,Apertura,Máximo,Mínimo,Vol.,% var.
11.07.2021,"2.140,43","2.110,69","2.172,80","2.082,46","22,42K","1,42%"
10.07.2021,"2.110,48","2.146,33","2.191,01","2.076,51","33,41K","-1,67%"
09.07.2021,"2.146,33","2.113,33","2.187,09","2.049,32","49,42K","1,51%"
08.07.2021,"2.114,50","2.316,17","2.324,11","2.087,34","57,68K","-8,74%"
07.07.2021,"2.317,13","2.321,40","2.396,83","2.308,63","42,72K","0,29%"
06.07.2021,"2.310,43","2.196,90","2.337,41","2.196,90","85,00K","5,22%"
05.07.2021,"2.195,73","2.321,43","2.321,43","2.195,73","75,18K","-5,40%"
04.07.2021,"2.321,00","2.325,37","2.353,06","2.321,00","41,83K","4,40%"
03.07.2021,"2.223,15","2.154,60","2.230,95","2.154,60","55,32K","3,18%"
02.07.2021,"2.154,60","2.107,92","2.154,60","2.047,51","104,04K","2,19%"
01.07.2021,"2.108,34","2.274,99","2.274,99","2.108,34","106,44K","-7,33%"
30.06.2021,"2.274,99","2.164,88","2.274,99","2.159,56","101,79K","5,13%"
29.06.2021,"2.163,91","2.084,40","2.163,91","2.084,40","88,28K","3,80%"
28.06.2021,"2.084,60","1.981,71","2.084,60","1.981,71","81,78K","5,26%"
27.06.2021,"1.980,35","1.830,73","1.980,35","1.826,90","66,22K","8,17%"
26.06.2021,"1.830,86","1.811,22","1.830,86","1.765,13","118,69K","1,08%"
25.06.2021,"1.811,23","1.989,68","1.989,68","1.811,23","122,15K","-8,97%"
24.06.2021,"1.989,62","1.968,12","1.989,62","1.944,34","79,90K","1,11%"
23.06.2021,"1.967,83","1.877,58","1.999,17","1.877,58","120,53K","4,81%"
22.06.2021,"1.877,48","1.885,13","1.885,13","1.769,29","219,74K","-0,46%"
21.06.2021,"1.886,25","2.245,58","2.245,58","1.886,25","219,79K","-15,92%"
20.06.2021,"2.243,42","2.164,72","2.243,42","2.091,96","72,42K","3,60%"
19.06.2021,"2.165,40","2.234,13","2.249,26","2.165,40","47,58K","-3,04%"
18.06.2021,"2.233,37","2.372,86","2.372,86","2.233,37","63,01K","-5,86%"
17.06.2021,"2.372,28","2.368,17","2.440,23","2.368,17","39,81K","0,17%"
16.06.2021,"2.368,17","2.544,13","2.544,13","2.368,17","50,05K","-6,90%"
15.06.2021,"2.543,82","2.580,81","2.583,29","2.543,82","37,46K","-1,46%"
14.06.2021,"2.581,43","2.508,92","2.581,43","2.479,98","47,93K","2,93%"
13.06.2021,"2.507,86","2.369,70","2.507,86","2.369,70","57,54K","5,87%"
12.06.2021,"2.368,74","2.354,02","2.368,88","2.290,57","70,64K","0,63%"
11.06.2021,"2.353,84","2.469,52","2.474,57","2.353,84","57,76K","-4,67%"
10.06.2021,"2.469,08","2.609,93","2.609,93","2.469,08","61,47K","-5,42%"
09.06.2021,"2.610,65","2.507,15","2.610,65","2.461,43","99,98K","4,13%"
08.06.2021,"2.507,15","2.591,92","2.591,92","2.484,32","142,73K","-3,35%"
07.06.2021,"2.593,95","2.712,67","2.775,62","2.593,95","72,95K","-4,37%"
06.06.2021,"2.712,42","2.628,13","2.712,42","2.628,13","52,98K","3,18%"
05.06.2021,"2.628,85","2.688,37","2.742,88","2.622,22","86,78K","-2,17%"
04.06.2021,"2.687,05","2.857,02","2.857,02","2.638,18","109,86K","-5,94%"
03.06.2021,"2.856,64","2.705,24","2.856,64","2.704,66","71,74K","5,56%"
02.06.2021,"2.706,19","2.633,79","2.706,19","2.633,79","85,46K","2,77%"
01.06.2021,"2.633,30","2.706,16","2.730,19","2.568,20","213,03K","-2,69%"
31.05.2021,"2.706,12","2.385,90","2.706,12","2.357,89","236,45K","13,38%"
30.05.2021,"2.386,68","2.279,18","2.429,09","2.279,18","255,09K","4,76%"
29.05.2021,"2.278,15","2.411,65","2.411,65","2.278,15","382,42K","-5,53%"
28.05.2021,"2.411,45","2.739,73","2.739,73","2.350,81","347,63K","-12,01%"
27.05.2021,"2.740,74","2.884,17","2.884,17","2.740,74","248,93K","-4,97%"
26.05.2021,"2.884,17","2.704,67","2.884,17","2.704,67","319,42K","6,63%"
25.05.2021,"2.704,90","2.648,50","2.704,90","2.575,49","503,18K","2,13%"
24.05.2021,"2.648,50","2.097,31","2.648,50","2.097,31","566,34K","26,46%"
23.05.2021,"2.094,28","2.294,41","2.319,10","2.014,34","891,86K","-8,68%"
22.05.2021,"2.293,37","2.431,09","2.468,35","2.293,37","599,06K","-5,67%"
21.05.2021,"2.431,17","2.767,88","2.857,54","2.431,17","643,22K","-12,16%"
20.05.2021,"2.767,66","2.445,08","2.767,66","2.445,08","582,27K","13,63%"
19.05.2021,"2.435,65","3.376,01","3.421,00","2.435,65","730,14K","-27,86%"
18.05.2021,"3.376,30","3.282,72","3.512,56","3.282,72","198,00K","2,97%"
17.05.2021,"3.278,92","3.580,24","3.580,24","3.227,97","272,61K","-8,40%"
16.05.2021,"3.579,78","3.645,65","3.831,95","3.579,78","162,02K","-1,79%"
15.05.2021,"3.645,15","4.073,04","4.073,04","3.645,15","140,08K","-10,50%"
14.05.2021,"4.072,79","3.717,66","4.111,94","3.717,66","106,07K","9,55%"
13.05.2021,"3.717,66","3.816,58","3.925,90","3.717,66","225,05K","-2,72%"
12.05.2021,"3.821,67","4.173,86","4.352,11","3.821,67","130,89K","-8,44%"
11.05.2021,"4.173,78","3.947,65","4.173,78","3.907,23","98,00K","5,66%"
10.05.2021,"3.950,03","3.923,75","4.128,97","3.923,75","107,03K","0,71%"
09.05.2021,"3.922,13","3.907,53","3.956,62","3.906,80","78,60K","0,37%"
08.05.2021,"3.907,53","3.478,99","3.907,53","3.478,99","69,92K","12,32%"
07.05.2021,"3.478,99","3.489,60","3.523,74","3.384,23","70,41K","-0,26%"
06.05.2021,"3.488,07","3.524,00","3.524,00","3.461,01","76,65K","-1,03%"
05.05.2021,"3.524,26","3.267,94","3.524,26","3.267,94","122,89K","9,00%"
04.05.2021,"3.233,36","3.430,50","3.453,21","3.233,36","157,73K","-5,67%"
03.05.2021,"3.427,54","2.952,01","3.427,54","2.952,01","85,44K","16,11%"
02.05.2021,"2.952,01","2.944,09","2.952,01","2.912,03","49,94K","0,27%"
01.05.2021,"2.944,09","2.772,18","2.944,09","2.772,18","55,50K","6,21%"
30.04.2021,"2.771,94","2.755,60","2.771,94","2.734,70","59,04K","0,59%"
29.04.2021,"2.755,61","2.747,14","2.755,61","2.716,59","80,69K","0,30%"
28.04.2021,"2.747,41","2.664,91","2.747,41","2.659,98","118,76K","3,16%"
27.04.2021,"2.663,30","2.532,25","2.663,30","2.532,25","92,01K","5,14%"
26.04.2021,"2.533,18","2.319,16","2.533,18","2.319,16","150,16K","9,23%"
25.04.2021,"2.319,16","2.215,03","2.319,16","2.215,03","161,52K","4,84%"
24.04.2021,"2.212,13","2.367,72","2.367,72","2.212,13","194,30K","-6,57%"
23.04.2021,"2.367,57","2.399,62","2.399,62","2.293,80","377,15K","-1,43%"
22.04.2021,"2.401,94","2.357,29","2.583,38","2.357,29","270,78K","1,89%"
21.04.2021,"2.357,29","2.330,22","2.426,31","2.307,00","169,59K","1,16%"
20.04.2021,"2.330,22","2.161,03","2.330,22","2.139,04","198,46K","7,89%"
19.04.2021,"2.159,74","2.235,98","2.262,50","2.124,61","136,33K","-3,47%"
